ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
4.5577,6.069,-4.1386,5.61,8.03,0.36,-1.3,3.43,1.29,-1.0642,2.1486,-0.3121,0.0,-1.94,-4.87,1.44,163.99,-53.63,-107.81,0.0,972.14,31.587,54.97843,-1.613697,322.58,169.1928375275143,,0.0,19.35484,,13 / 22,451503,2016-02-09 14:44:22:990
10.483,9.2975,3.6261,4.13,8.27,3.28,1.54,3.48,0.23,1.5574,-1.9271,0.3515,0.0,-1.19,-2.31,0.69,123.77,-57.47,-51.54,0.0,972.1,32.453,54.97843,-1.613697,322.58,169.1928375275143,,0.0,19.35484,,13 / 22,452002,2016-02-09 14:44:23:489
11.9871,10.3633,8.1119,4.22,8.47,-2.56,4.65,-0.58,-0.42,-1.6128,1.8418,0.1236,0.0,1.75,5.75,20.06,59.92,-59.77,-121.24,0.0,972.1,35.839,54.978428,-1.613714,322.58,169.1928375275143,,4.45,22.580645,294.5,11 / 21,452502,2016-02-09 14:44:23:989
5.5229,12.3511,3.4919,3.5,8.82,2.46,-0.77,5.8,-4.59,1.7279,-0.588,0.848,0.0,-2.69,-1.56,1.06,69.01,-63.39,-58.59,0.0,972.06,35.727,54.978428,-1.613714,322.58,169.1928375275143,,4.45,22.580645,294.5,11 / 21,453003,2016-02-09 14:44:24:490
7.1875,9.7118,1.0251,3.63,8.49,-3.29,-0.28,2.96,-15.48,-0.4826,0.7744,-0.0426,0.0,-3.0,10.88,19.69,40.96,-57.59,-124.54,0.0,972.08,34.999,54.97842,-1.613734,319.35,169.1928375275143,,4.86,25.806452,231.0,11 / 22,453503,2016-02-09 14:44:24:990
5.3624,15.4958,3.9518,3.81,8.84,1.86,1.66,4.29,-3.46,-0.1523,0.3324,-0.2919,0.0,-5.94,-0.44,-0.06,28.43,-64.38,-63.98,0.0,972.06,34.06,54.97842,-1.613734,319.35,169.1928375275143,,4.86,25.806452,231.0,11 / 22,454003,2016-02-09 14:44:25:490
1.8633,6.3827,-18.456,4.56,8.15,-2.99,-0.01,9.06,-12.46,2.5886,0.7755,-0.6083,0.0,-3.75,10.5,13.06,30.35,-56.21,-123.25,0.0,972.08,33.097,54.978413,-1.613753,319.35,169.1928375275143,,3.31,22.580645,224.8,7 / 20,454502,2016-02-09 14:44:25:989
1.7532,6.1145,-0.7401,4.34,8.53,2.15,-0.19,-4.52,-2.08,0.0213,0.2045,0.0948,0.0,-2.69,-0.12,-3.56,311.77,-64.38,-82.14,0.0,972.08,38.186,54.978413,-1.613753,319.35,171.60215413222636,,3.31,22.580645,224.8,7 / 20,455003,2016-02-09 14:44:26:490
5.966,11.2853,-4.0883,5.02,8.36,-1.06,1.04,-1.87,-1.45,2.3415,-0.5316,0.3015,0.0,-2.31,7.56,14.63,59.23,-58.46,-101.92,0.0,972.06,36.31,54.9784,-1.61377,316.13,171.60215413222636,,5.3,22.580645,226.4,4 / 20,455503,2016-02-09 14:44:26:990
2.1819,7.1779,0.0551,3.97,8.93,-0.82,0.69,-4.52,-0.27,-1.387,0.7191,-0.4186,0.0,-1.56,0.63,3.0,26.9,-57.84,-119.12,0.0,972.08,34.057,54.9784,-1.61377,316.13,171.60215413222636,,5.3,22.580645,226.4,4 / 20,456003,2016-02-09 14:44:27:490
2.5004,3.7434,-2.11,4.79,7.49,-4.14,-1.62,-5.72,2.52,1.6224,-1.6054,0.522,0.0,-1.19,7.56,19.69,64.36,-60.87,-104.68,0.0,972.06,33.433,54.978394,-1.613792,316.13,171.60215413222636,,4.68,25.806452,237.7,4 / 22,456502,2016-02-09 14:44:27:989
3.5111,5.0271,-2.2274,4.54,8.64,-0.92,-0.18,-3.71,-0.47,-1.1015,1.3827,-0.4453,0.0,4.25,-5.56,5.75,117.79,-54.75,-120.46,0.0,972.05,34.288,54.978394,-1.613792,316.13,171.60215413222636,,4.68,25.806452,237.7,4 / 22,457003,2016-02-09 14:44:28:490
4.9625,7.3264,-1.5184,4.97,8.39,-0.99,9.06,-1.5,3.99,2.7793,-0.6445,0.4176,0.0,4.25,-3.0,6.13,120.37,-58.87,-101.27,0.0,972.05,37.101,54.978382,-1.613816,316.13,171.60215413222636,,5.32,22.580645,240.3,4 / 21,457503,2016-02-09 14:44:28:990
4.5481,12.4397,3.0105,4.19,7.84,-4.14,4.23,1.15,3.46,-0.5699,1.2485,-0.3547,0.0,11.19,-3.75,16.56,87.28,-46.82,-137.3,0.0,972.06,40.673,54.978382,-1.613816,316.13,171.60215413222636,,5.32,22.580645,240.3,4 / 21,458002,2016-02-09 14:44:29:489
7.4078,10.3058,-3.1902,4.52,8.51,-1.8,7.29,0.73,1.27,1.453,-1.3305,-0.4048,0.0,16.31,-16.87,0.69,178.7,-62.74,-88.21,0.0,972.05,40.18,54.978374,-1.613836,316.13,171.60215413222636,,3.11,25.806452,242.6,4 / 22,458503,2016-02-09 14:44:29:990
7.2449,6.924,-1.0849,4.02,8.19,-3.6,0.41,-1.88,5.37,-0.294,-0.2056,0.4623,0.0,23.25,-28.94,-26.06,185.14,-56.62,-131.85,0.0,972.08,44.956,54.978374,-1.613836,316.13,171.60215413222636,,3.11,25.806452,242.6,4 / 22,459003,2016-02-09 14:44:30:490
7.1252,11.7212,3.08,4.77,8.57,0.18,-0.51,5.75,1.22,1.1516,-0.3878,-0.49,0.0,-1.94,-4.12,-38.81,268.44,-62.54,-91.65,0.0,972.08,43.322,54.978367,-1.613852,316.13,171.60215413222636,,2.96,22.580645,238.3,4 / 22,459502,2016-02-09 14:44:30:989
11.2805,10.095,1.5448,4.24,8.11,-3.53,-4.44,0.7,-7.97,-0.8362,-0.8213,0.0362,0.0,-5.94,-1.94,-4.75,267.93,-55.18,-132.47,0.0,972.1,42.989,54.978367,-1.613852,316.13,171.60215413222636,,2.96,22.580645,238.3,4 / 22,460003,2016-02-09 14:44:31:490
4.2344,14.1402,1.437,5.19,8.32,0.2,-0.9,4.32,-1.74,0.4272,0.6434,-0.0032,0.0,-8.12,-0.44,-9.37,308.7,-59.56,-88.73,0.0,972.06,38.479,54.97836,-1.613865,316.13,171.60215413222636,,3.71,22.580645,228.7,8 / 22,460502,2016-02-09 14:44:31:989
4.5841,11.1488,-8.4137,4.76,7.76,-3.63,-1.3,-2.87,1.86,2.3265,-0.0511,-0.3792,0.0,-3.0,1.0,3.38,8.18,-52.35,-127.33,0.0,972.06,39.539,54.97836,-1.613865,316.13,171.60215413222636,,3.71,22.580645,228.7,8 / 22,461003,2016-02-09 14:44:32:490
3.8248,9.8387,-0.9556,4.98,8.45,-0.23,-0.9,-2.35,-0.93,-0.7116,0.1214,0.2535,0.0,-0.81,-0.44,-6.69,259.82,-58.91,-109.97,0.0,972.05,42.591,54.97835,-1.613876,312.9,171.60215413222636,,4.45,25.806452,218.2,8 / 22,461503,2016-02-09 14:44:32:990
3.4033,7.1659,-0.4167,4.97,8.34,-1.37,6.37,0.17,-0.28,0.2716,-1.1004,0.2003,0.0,1.75,-0.12,0.69,133.39,-58.28,-105.41,0.0,972.04,34.221,54.97835,-1.613876,312.9,171.60215413222636,,4.45,25.806452,218.2,8 / 22,462003,2016-02-09 14:44:33:490
3.286,6.9671,-0.8838,4.71,8.41,-1.78,-1.14,-1.77,0.13,-0.5806,1.7939,0.1758,0.0,2.06,1.38,0.69,90.4,-55.28,-120.33,0.0,972.04,40.192,54.97834,-1.613887,312.9,171.60215413222636,,5.69,25.806452,220.4,6 / 21,462503,2016-02-09 14:44:33:990
1.6813,4.9074,-2.0861,4.84,8.05,-2.82,-0.95,-0.78,0.69,1.8642,-0.9449,0.3068,0.0,1.0,4.63,12.69,57.35,-55.17,-120.23,0.0,972.04,38.911,54.97834,-1.613887,312.9,171.60215413222636,,5.69,25.806452,220.4,6 / 21,463003,2016-02-09 14:44:34:490
3.5039,7.7599,-0.8311,4.41,8.47,-2.24,-0.91,2.84,2.6,-0.702,1.0535,0.0714,0.0,2.06,0.25,4.56,82.22,-59.86,-120.78,0.0,972.09,43.156,54.978333,-1.613901,312.9,171.60215413222636,,5.18,25.806452,223.5,5 / 21,463503,2016-02-09 14:44:34:990
7.5347,7.5731,-1.4226,4.63,8.64,0.36,2.14,4.18,3.45,1.1601,-1.2165,-0.2269,4.0,0.25,-1.19,1.44,118.52,-61.74,-85.55,0.0,972.09,38.837,54.978333,-1.613901,312.9,171.60215413222636,,5.18,25.806452,223.5,5 / 21,464003,2016-02-09 14:44:35:490
12.2912,10.6698,0.467,4.02,7.88,-4.24,1.34,1.14,1.91,-0.7851,-0.9065,0.4719,0.0,3.94,2.13,12.69,71.18,-56.5,-124.16,0.0,972.08,42.407,54.97832,-1.613919,312.9,171.60215413222636,,4.77,29.032257,228.1,4 / 21,464502,2016-02-09 14:44:35:989
5.4798,13.9821,2.4693,4.65,8.63,0.3,-2.44,5.2,-0.08,0.1619,0.588,-0.3419,0.0,0.25,-0.12,-5.5,235.36,-61.1,-109.85,0.0,972.09,48.099,54.97832,-1.613919,312.9,171.60215413222636,,4.77,29.032257,228.1,4 / 21,465003,2016-02-09 14:44:36:490
5.4774,14.0588,-1.4538,4.42,8.25,-2.91,-1.1,4.35,-7.53,1.1974,-0.2823,-0.1214,0.0,4.63,-0.44,7.63,81.16,-50.17,-133.45,0.0,972.08,39.42,54.978313,-1.613935,312.9,171.60215413222636,,4.67,32.258064,223.6,4 / 21,465502,2016-02-09 14:44:36:989
3.3315,8.9071,-0.5916,4.68,8.62,-0.14,-1.9,-1.4,-0.43,-0.1768,0.114,0.2162,0.0,0.25,1.0,-5.5,273.96,-61.49,-91.71,0.0,972.06,39.508,54.978313,-1.613935,312.9,171.60215413222636,,4.67,32.258064,223.6,4 / 21,466003,2016-02-09 14:44:37:490
4.0548,6.5168,-1.7364,4.66,7.66,-3.97,-4.34,-2.78,0.43,-1.6948,1.1164,-0.1055,0.0,2.81,3.56,10.38,71.89,-57.13,-114.64,0.0,972.06,36.497,54.9783,-1.613943,316.13,171.60215413222636,,2.39,32.258064,218.7,5 / 19,466503,2016-02-09 14:44:37:990
2.8237,6.7564,-0.3233,5.21,8.3,-0.32,-2.18,-2.33,-0.47,-0.6306,1.2155,0.1641,0.0,1.38,-3.0,1.44,147.89,-57.19,-112.46,0.0,972.06,37.68,54.9783,-1.613943,316.13,171.60215413222636,,2.39,32.258064,218.7,5 / 19,467003,2016-02-09 14:44:38:490
2.0861,4.2344,-2.0477,5.0,7.63,-3.59,-3.16,-3.12,1.37,1.8887,-0.9843,0.3228,0.0,2.06,1.75,11.94,81.33,-56.93,-103.72,0.0,972.06,41.606,54.97829,-1.613945,316.13,171.60215413222636,,1.85,41.935486,216.6,4 / 21,467503,2016-02-09 14:44:38:990
3.9566,6.3061,-0.9915,4.76,8.19,-2.52,0.47,2.94,4.04,-0.6093,0.7894,0.0458,0.0,2.06,-2.31,2.25,123.57,-56.67,-117.9,0.0,972.05,42.751,54.97829,-1.613945,316.13,171.60215413222636,,1.85,41.935486,216.6,4 / 21,468003,2016-02-09 14:44:39:490
7.9467,7.2162,-0.7401,5.45,7.99,-1.65,1.6,-0.5,0.42,2.1114,-0.8703,0.1704,0.0,-0.12,0.25,6.13,99.62,-55.71,-78.41,0.0,972.05,48.203,54.97828,-1.613945,312.9,171.60215413222636,,3.72,38.709675,204.8,7 / 22,468502,2016-02-09 14:44:39:989
7.5467,11.2135,0.6778,4.83,8.12,-2.63,9.1,3.31,7.7,-1.6277,0.9342,0.0256,0.0,3.19,-1.19,5.31,97.46,-55.89,-118.57,0.0,972.08,35.699,54.97828,-1.613945,312.9,171.60215413222636,,3.72,38.709675,204.8,7 / 22,469003,2016-02-09 14:44:40:490
10.1285,8.2652,1.0275,5.1,8.33,0.87,1.25,5.81,2.11,1.6128,-1.7726,0.2567,0.0,0.25,-0.44,-4.75,277.51,-57.61,-81.13,0.0,972.09,40.825,54.97827,-1.613946,309.68,171.60215413222636,,3.06,38.709675,199.7,10 / 22,469502,2016-02-09 14:44:40:989
8.0353,5.0846,-3.2692,4.51,7.87,-3.72,3.11,1.89,4.71,-0.4357,-1.7556,0.5241,0.0,3.19,4.63,13.06,51.09,-49.53,-128.94,0.0,972.12,36.689,54.97827,-1.613946,309.68,171.60215413222636,,3.06,38.709675,199.7,10 / 22,470003,2016-02-09 14:44:41:490
3.1854,13.5079,-1.1783,5.12,8.36,0.29,-2.02,0.61,1.09,0.9396,-1.11,-0.3292,0.0,0.25,-1.56,-8.25,227.19,-56.19,-105.08,0.0,972.12,35.708,54.978256,-1.613947,306.45,171.60215413222636,,4.35,38.709675,195.2,10 / 22,470503,2016-02-09 14:44:41:990
7.6233,17.8453,-4.6966,5.59,7.1,-3.82,-1.18,-3.93,0.25,-2.0155,1.1942,-0.2589,0.0,-0.12,2.81,10.0,53.3,-46.36,-124.35,0.0,972.16,37.716,54.978256,-1.613947,306.45,171.60215413222636,,4.35,38.709675,195.2,10 / 22,471003,2016-02-09 14:44:42:490
3.171,4.5242,-0.2179,4.87,8.51,-0.21,-2.56,-2.07,-0.12,-1.2261,-0.0852,0.2482,0.0,-1.19,1.0,-9.44,276.49,-60.2,-92.47,0.0,972.14,39.867,54.97824,-1.613952,303.23,171.60215413222636,,3.98,35.48387,199.0,10 / 22,471502,2016-02-09 14:44:42:989
4.3709,7.2449,-8.1167,4.86,7.13,-4.65,-3.54,-2.16,4.74,-1.5052,1.3731,0.1001,0.0,0.63,4.31,14.25,67.08,-61.18,-96.07,0.0,972.13,34.339,54.97824,-1.613952,303.23,171.60215413222636,,3.98,35.48387,199.0,10 / 22,472003,2016-02-09 14:44:43:490
3.1878,5.6091,-0.8095,5.01,8.43,0.23,-2.35,-3.79,0.12,-1.2506,0.0842,0.2653,0.0,2.06,-2.31,2.25,87.3,-52.23,-123.11,0.0,972.09,35.402,54.978226,-1.613958,300.0,171.60215413222636,,5.36,32.258064,202.0,8 / 22,472503,2016-02-09 14:44:43:990
2.5387,4.8044,0.2108,5.41,7.93,-2.03,1.41,-0.23,1.33,-0.1555,0.2354,-0.4794,0.0,3.19,-0.44,15.38,82.5,-53.92,-110.57,0.0,972.06,34.204,54.978226,-1.613958,300.0,171.60215413222636,,5.36,32.258064,202.0,8 / 22,473003,2016-02-09 14:44:44:490
5.3553,14.4252,6.5863,5.23,7.94,-2.42,0.94,6.28,8.95,-1.0812,0.7926,-0.4996,0.0,3.94,-2.31,1.06,145.56,-54.03,-114.83,0.0,972.05,36.011,54.978207,-1.613963,300.0,171.60215413222636,,3.87,35.48387,203.7,10 / 22,473503,2016-02-09 14:44:44:990
11.4171,7.8581,3.6093,5.4,8.17,-0.54,5.15,-0.2,4.73,1.9143,-0.4218,0.3579,0.0,2.44,-0.44,0.25,195.54,-57.16,-76.85,0.0,972.1,49.569,54.978207,-1.613963,300.0,171.60215413222636,,3.87,35.48387,203.7,10 / 22,474003,2016-02-09 14:44:45:490
12.0709,8.5814,0.5988,4.76,7.31,-4.48,-2.39,-1.11,-5.83,-2.057,0.18,0.2248,0.0,3.19,1.75,13.44,61.16,-48.2,-133.26,0.0,972.12,45.309,54.97819,-1.613969,296.77,171.60215413222636,,4.84,32.258064,205.8,10 / 22,474503,2016-02-09 14:44:45:990
4.9984,8.0952,2.3184,4.59,8.66,0.28,0.77,6.15,2.17,1.0717,-0.8,-0.1577,0.0,2.06,-3.0,-10.56,236.72,-60.54,-109.75,0.0,972.09,45.906,54.97819,-1.613969,296.77,171.60215413222636,,4.84,32.258064,205.8,10 / 22,475003,2016-02-09 14:44:46:490
6.7252,8.7466,1.5328,3.85,7.16,-5.48,-4.42,1.02,-6.33,0.1694,-0.2525,-0.3015,0.0,0.25,-1.56,4.13,73.51,-45.45,-139.6,0.0,972.1,45.637,54.978172,-1.613975,300.0,171.60215413222636,,5.51,38.709675,202.7,10 / 22,475502,2016-02-09 14:44:46:989
3.9278,12.8996,-0.4862,3.78,8.84,-1.92,-1.16,-2.56,2.34,-0.3366,0.3409,-0.0437,0.0,0.63,-4.12,-12.12,219.6,-57.14,-131.12,0.0,972.08,39.749,54.978172,-1.613975,300.0,173.66003832170605,,5.51,38.709675,202.7,10 / 22,476003,2016-02-09 14:44:47:490
5.0655,10.6938,-5.0798,3.66,6.86,-5.97,-0.91,-1.87,6.47,-0.0085,0.2642,-0.3036,0.0,0.63,1.75,9.56,49.53,-52.76,-136.98,0.0,972.06,39.097,54.978157,-1.613989,300.0,173.66003832170605,,4.54,35.48387,205.6,10 / 22,476503,2016-02-09 14:44:47:990
3.286,6.6845,0.0862,3.56,8.36,-3.68,0.16,-0.93,2.71,-1.535,-0.3824,-0.1374,0.0,7.56,-8.12,-7.5,170.49,-51.52,-147.72,0.0,972.08,38.2,54.978157,-1.613989,300.0,173.66003832170605,,4.54,35.48387,205.6,10 / 22,477003,2016-02-09 14:44:48:490
3.5494,5.6043,-1.9711,3.76,7.96,-4.33,1.35,-0.9,2.21,1.2432,-1.6821,0.6136,0.0,0.63,-3.0,-1.25,209.53,-67.65,-119.04,0.0,972.05,36.745,54.97815,-1.614008,300.0,173.66003832170605,,3.36,35.48387,214.8,10 / 22,477502,2016-02-09 14:44:48:989
9.6567,10.0926,0.6011,3.75,7.81,-4.59,4.11,1.95,3.51,2.0794,0.2951,-0.2099,0.0,0.63,-3.0,1.81,249.24,-55.57,-133.25,0.0,972.06,36.871,54.97815,-1.614008,300.0,173.66003832170605,,3.36,35.48387,214.8,10 / 22,478003,2016-02-09 14:44:49:490
4.79,10.6674,-0.1964,3.63,9.09,-0.59,2.01,1.55,0.55,-0.1119,-0.7318,0.4378,0.0,1.75,0.63,-14.81,229.24,-63.83,-116.51,0.0,972.06,33.533,54.978146,-1.614021,303.23,173.66003832170605,,1.72,35.48387,228.8,10 / 22,478503,2016-02-09 14:44:49:990
1.2215,9.1226,-4.8236,4.77,7.56,-4.03,0.99,-2.27,1.87,-1.3646,-0.669,-0.4123,0.0,-6.31,-1.94,-3.19,279.31,-61.95,-104.82,0.0,972.06,35.505,54.978146,-1.614021,303.23,173.66003832170605,,1.72,35.48387,228.8,10 / 22,479002,2016-02-09 14:44:50:489
6.1313,8.8783,1.528,4.39,8.6,-1.74,2.54,0.27,1.99,-0.8948,1.0077,-0.4282,0.0,-1.19,-0.81,-10.94,240.04,-55.61,-127.22,0.0,972.04,37.111,54.97813,-1.614022,309.68,173.66003832170605,,3.42,29.032257,119.6,10 / 22,479502,2016-02-09 14:44:50:989
3.0944,11.9679,-0.5748,4.02,8.93,0.57,1.23,0.57,-1.22,-0.3089,-0.2887,0.1854,0.0,-0.81,-1.19,-22.19,278.67,-65.55,-81.93,0.0,972.05,36.288,54.97813,-1.614022,309.68,173.66003832170605,,3.42,29.032257,119.6,10 / 22,480003,2016-02-09 14:44:51:490
5.2379,8.9957,-2.2729,4.79,8.29,-2.12,1.01,0.71,1.96,1.2847,2.5609,-0.8064,0.0,-1.56,-1.56,-0.12,321.5,-59.85,-105.31,0.0,972.05,36.017,54.97812,-1.614017,312.9,173.66003832170605,,2.59,29.032257,119.5,12 / 22,480503,2016-02-09 14:44:51:990
4.6942,6.8689,0.958,4.85,8.51,-0.49,0.91,0.56,3.0,0.1161,1.6746,-0.1364,0.0,-9.62,2.44,12.69,36.44,-57.53,-108.16,0.0,972.04,37.263,54.97812,-1.614017,312.9,173.66003832170605,,2.59,29.032257,119.5,12 / 22,481003,2016-02-09 14:44:52:490
4.2488,10.2674,-0.309,4.58,8.67,-0.33,-0.92,1.64,-0.45,0.4677,0.5603,-0.2077,0.0,-19.06,9.0,10.38,22.92,-60.58,-92.86,0.0,972.04,36.515,54.97811,-1.614011,312.9,173.66003832170605,,1.4,29.032257,119.4,10 / 22,481503,2016-02-09 14:44:52:990
6.1648,7.8964,-0.7904,4.45,8.69,-0.97,1.87,0.42,0.04,0.7691,-0.115,-0.0202,0.0,-21.62,10.5,8.81,15.53,-63.37,-95.09,0.0,972.04,36.573,54.97811,-1.614011,312.9,173.66003832170605,,1.4,29.032257,119.4,10 / 22,482003,2016-02-09 14:44:53:490
4.1099,9.6016,-0.3281,4.35,8.73,-0.96,-0.3,1.2,0.4,-0.5561,-0.7723,-0.1395,0.0,-18.75,9.0,11.5,19.1,-62.74,-101.69,0.0,972.04,35.397,54.978104,-1.614001,312.9,173.66003832170605,,1.7,25.806452,119.5,13 / 22,482503,2016-02-09 14:44:53:990
4.7062,8.1622,-3.1662,4.9,8.39,-1.31,-1.43,2.47,1.75,0.8405,0.2322,0.0756,0.0,-19.81,16.31,17.31,24.26,-62.81,-101.46,0.0,972.05,34.577,54.978104,-1.614001,312.9,173.66003832170605,,1.7,25.806452,119.5,13 / 22,483002,2016-02-09 14:44:54:489
5.3433,8.2269,-2.704,5.03,8.13,-2.16,0.23,0.9,-0.48,0.3984,0.017,-0.0959,0.0,-22.37,15.25,15.75,11.77,-55.77,-111.03,0.0,972.05,36.032,54.97809,-1.613987,312.9,173.66003832170605,,0.0,25.806452,,13 / 22,483503,2016-02-09 14:44:54:990
4.6703,8.9454,-2.1603,4.72,8.16,-2.69,-0.39,0.64,0.18,-0.7041,0.2184,-0.1502,0.0,-20.94,17.81,16.94,8.84,-54.06,-122.59,0.0,972.04,34.921,54.97809,-1.613987,312.9,173.66003832170605,,0.0,25.806452,,13 / 22,484003,2016-02-09 14:44:55:490
4.8451,8.0425,-2.7303,4.71,8.18,-2.66,-0.39,0.35,0.12,-0.3111,0.0927,-0.0362,0.0,-19.81,17.81,16.94,8.98,-56.52,-119.46,0.0,972.05,36.403,54.97808,-1.613983,309.68,173.66003832170605,,0.0,22.580645,,12 / 22,484503,2016-02-09 14:44:55:990
4.9242,8.5478,-2.5459,4.7,8.26,-2.43,-0.13,1.06,0.15,0.0778,-0.0202,0.0394,0.0,-20.56,13.75,17.31,6.06,-56.3,-120.48,0.0,972.05,37.258,54.97808,-1.613983,309.68,173.66003832170605,,0.0,22.580645,,12 / 22,485003,2016-02-09 14:44:56:490
4.9074,8.6053,-2.7327,4.65,8.24,-2.58,-0.21,0.78,0.19,-0.017,0.0,-0.0107,0.0,-19.44,15.63,17.31,9.79,-57.05,-118.68,0.0,972.05,37.471,54.978077,-1.613981,309.68,173.66003832170605,,0.0,22.580645,,14 / 23,485503,2016-02-09 14:44:56:990
4.917,8.6269,-2.6609,4.66,8.24,-2.58,-0.21,0.79,0.25,0.0149,0.0256,-0.0075,0.0,-19.06,13.75,16.56,9.67,-57.16,-119.02,0.0,972.05,37.563,54.978077,-1.613981,309.68,173.66003832170605,,0.0,22.580645,,14 / 23,486003,2016-02-09 14:44:57:490
4.9002,8.6173,-2.704,4.67,8.22,-2.59,-0.23,0.79,0.22,-0.0096,-0.0107,0.0043,0.0,-20.56,15.25,18.88,12.32,-57.02,-119.01,0.0,972.06,38.742,54.978073,-1.613984,309.68,173.66003832170605,,0.0,22.580645,,12 / 23,486503,2016-02-09 14:44:57:990
4.8954,8.5909,-2.7279,4.67,8.23,-2.58,-0.21,0.75,0.27,-0.0032,0.0011,0.0021,0.0,-20.94,15.94,17.31,12.5,-56.99,-119.01,0.0,972.08,42.445,54.978073,-1.613984,309.68,173.66003832170605,,0.0,22.580645,,12 / 23,487004,2016-02-09 14:44:58:491
4.9577,8.555,-2.6896,4.7,8.21,-2.58,-0.21,0.75,0.24,0.0075,0.0117,0.0021,0.0,-19.81,13.44,17.69,11.97,-56.85,-118.76,0.0,972.08,40.226,54.978065,-1.61399,312.9,173.66003832170605,,0.0,22.580645,,11 / 23,487503,2016-02-09 14:44:58:990
4.9601,8.5598,-2.6848,4.71,8.2,-2.58,-0.22,0.77,0.24,-0.0032,-0.0011,-0.0021,0.0,-19.81,14.5,18.06,11.59,-56.78,-118.71,0.0,972.06,38.817,54.978065,-1.61399,312.9,173.66003832170605,,0.0,22.580645,,11 / 23,488003,2016-02-09 14:44:59:490
4.6751,8.8903,-3.274,4.66,8.23,-2.6,-0.44,1.07,-0.33,-0.0415,-0.0341,-0.0341,0.0,-19.44,15.94,17.31,11.07,-56.95,-118.72,0.0,972.06,39.579,54.978065,-1.614003,316.13,173.66003832170605,,0.0,25.806452,,10 / 23,488502,2016-02-09 14:44:59:989
4.9745,8.167,-2.7926,4.66,8.18,-2.73,-0.18,0.69,0.03,0.1555,-0.0373,0.0075,0.0,-20.19,15.63,18.81,11.38,-56.57,-120.36,0.0,972.06,39.351,54.978065,-1.614003,316.13,173.66003832170605,,0.0,25.806452,,10 / 23,489003,2016-02-09 14:45:00:490
4.9888,8.3969,-2.5555,4.68,8.14,-2.83,-0.38,0.73,0.52,-0.1342,0.0735,-0.0288,0.0,-20.56,16.69,18.88,11.36,-56.83,-118.86,0.0,972.06,37.171,54.978065,-1.614016,316.13,173.66003832170605,,0.0,22.580645,,12 / 23,489503,2016-02-09 14:45:00:990
4.9529,8.3275,-2.5627,4.74,8.12,-2.79,-0.19,0.82,0.74,-0.3409,0.2791,-0.0362,0.0,-20.19,17.81,17.69,8.37,-55.7,-121.91,0.0,972.08,37.529,54.978065,-1.614016,316.13,173.66003832170605,,0.0,22.580645,,12 / 23,490003,2016-02-09 14:45:01:490
5.1517,8.7011,-2.498,4.81,8.22,-2.33,0.12,1.35,0.03,0.0266,0.0096,0.0277,0.0,-21.25,17.06,16.13,8.67,-55.67,-120.41,0.0,972.08,37.356,54.978065,-1.614027,316.13,173.66003832170605,,0.0,22.580645,,12 / 23,490503,2016-02-09 14:45:01:990
5.4151,8.7538,-2.7016,4.84,8.21,-2.3,0.13,1.0,-0.06,-0.1598,0.1076,-0.0192,0.0,-21.25,16.69,15.75,5.57,-55.15,-120.68,0.0,972.09,36.367,54.978065,-1.614027,316.13,173.66003832170605,,0.0,22.580645,,12 / 23,491003,2016-02-09 14:45:02:490
5.0463,8.5335,-2.692,4.83,8.21,-2.33,-0.43,0.58,-0.23,0.3515,-0.2141,-0.0053,0.0,-21.62,18.19,16.13,6.66,-56.42,-116.38,0.0,972.08,37.021,54.978065,-1.614027,316.13,173.66003832170605,,0.0,22.580645,,13 / 23,491502,2016-02-09 14:45:02:989
5.0583,8.3419,-2.8381,4.79,8.11,-2.71,-0.21,0.79,0.42,0.4804,-0.1172,0.0309,0.0,-20.19,15.94,17.69,4.68,-55.51,-119.94,0.0,972.08,37.308,54.978065,-1.614027,316.13,173.66003832170605,,0.0,22.580645,,13 / 23,492003,2016-02-09 14:45:03:490
4.9792,8.1838,-2.6513,4.82,8.2,-2.39,-0.49,0.59,-0.41,0.359,-0.0543,0.0309,0.0,-21.25,17.81,17.31,6.15,-56.17,-118.3,0.0,972.08,38.036,54.978065,-1.614041,319.35,173.66003832170605,,0.0,19.35484,,13 / 24,492503,2016-02-09 14:45:03:990
