ACCELEROMETER X (m/sì),ACCELEROMETER Y (m/sì),ACCELEROMETER Z (m/sì),GRAVITY X (m/sì),GRAVITY Y (m/sì),GRAVITY Z (m/sì),LINEAR ACCELERATION X (m/sì),LINEAR ACCELERATION Y (m/sì),LINEAR ACCELERATION Z (m/sì),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (?T),MAGNETIC FIELD Y (?T),MAGNETIC FIELD Z (?T),ORIENTATION Z (azimuth ›),ORIENTATION X (pitch ›),ORIENTATION Y (roll ›),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (›),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.6548,10.6507,3.48,1.21,9.71,0.7,-0.88,1.08,-3.46,-0.5976,0.9694,0.5017,74,-10.5,-11.69,1.38,42.71,-81.81,-59.95,0,1015.67,45.411,54.96187,-1.618366,274.19,NaN,,4.97,9.677419,162,15 / 21,1322532,2016-02-03 15:50:45:213
3.365,9.0316,3.3578,0,9.6,2.01,-1.72,-4.44,0.81,-1.1452,-2.8038,-0.5774,18,-8.31,1.38,-27.75,289.73,-84.55,-86.31,0,1015.67,45.851,54.961857,-1.618356,274.19,NaN,,5.13,9.677419,162,14 / 19,1323032,2016-02-03 15:50:45:713
-1.2095,6.1576,-0.3593,1.76,9.62,0.79,-3.44,-3.16,-1.61,-1.6192,1.5766,0.0533,11,-9.75,-7.31,3.25,266.6,-81.11,165.87,0,1015.64,48.326,54.961857,-1.618356,274.19,NaN,,5.13,9.677419,162,14 / 19,1323532,2016-02-03 15:50:46:213
5.8007,8.9526,3.5255,1.91,8.69,4.14,-3.29,-0.8,6.43,1.0844,0.7936,-1.4946,260,-8.69,6.5,-31.12,341.99,-70.56,-34.52,0,1015.61,46.636,54.961845,-1.618343,274.19,NaN,,5.57,9.677419,150.4,14 / 19,1324031,2016-02-03 15:50:46:712
2.2968,19.5601,0.182,0.74,9.78,0.08,-1.61,-4.55,2.34,-0.0128,5.1143,-0.9705,4,-5.75,9.75,-21.75,143.79,-85.43,129.81,0,1015.61,44.257,54.961845,-1.618343,274.19,NaN,,5.57,9.677419,150.4,14 / 19,1324531,2016-02-03 15:50:47:212
1.4322,8.2796,0.9053,-2.04,9.58,-0.38,1.24,7.69,-2.05,-1.6597,1.0919,0.2535,1,-7.19,7.19,-13.81,92.37,-87.77,66.8,0,1015.65,45.45,54.96183,-1.618332,277.42,NaN,,3.75,9.677419,162,Nov-15,1325031,2016-02-03 15:50:47:712
-0.4335,9.1969,-0.8023,-2.81,9.16,-2.09,-1.45,1.19,2.23,1.0141,-1.7854,0.1161,0,-1.37,2.88,-3.94,115.17,-70.89,115.45,0,1015.6,46.253,54.96183,-1.618332,277.42,NaN,,3.75,9.677419,162,Nov-15,1325531,2016-02-03 15:50:48:212
0.1389,17.407,-1.9711,-1.03,9.73,0.63,-7.82,1.76,-2.09,0.3313,0.5294,-1.2943,0,-1.75,5.06,-12.62,65.01,-82.93,58.55,0,1015.63,46.739,54.961823,-1.618322,274.19,NaN,,3.73,9.677419,149.2,Nov-18,1326032,2016-02-03 15:50:48:713
-0.9388,13.8001,1.9879,-1.85,9.52,-1.45,-5.31,1.37,-6.78,-0.016,1.2528,-0.2131,0,-1.75,7.56,-8.12,128.36,-74.74,126.65,0,1015.64,41.226,54.961823,-1.618322,274.19,NaN,,3.73,9.677419,149.2,Nov-18,1326531,2016-02-03 15:50:49:212
-4.7996,14.4611,-1.1424,-0.69,9.78,-0.29,-9.09,2.57,-1.36,0.4112,1.2101,-0.8703,0,-9.75,-0.06,-12.25,164.66,-71.83,137.92,0,1015.64,45.19,54.961815,-1.618312,274.19,NaN,,3.71,9.677419,162,Nov-18,1327031,2016-02-03 15:50:49:712
-8.9406,10.5477,-6.3229,-2.7,9.31,-1.46,-0.75,2.41,-1.15,-0.8288,2.2818,0.2599,8,-10.5,7.94,4.75,255.04,-72.61,127.38,0,1015.59,48.253,54.961815,-1.618312,274.19,NaN,,3.71,9.677419,162,Nov-18,1327532,2016-02-03 15:50:50:213
-7.6377,10.5237,-2.2226,-1.31,9.72,-0.19,-3.18,-1.9,-1.63,-0.2205,-0.6093,0.4229,0,-23.56,-0.44,-0.56,226.35,-73.82,131.74,0,1015.64,48.698,54.961807,-1.6183,274.19,NaN,,5.24,9.677419,147.5,13 / 17,1328031,2016-02-03 15:50:50:712
-2.4166,6.3875,-2.0334,-2.41,9.4,-1.44,-2.61,-6.4,-1.76,0.4005,-1.8621,0.1438,0,-18.12,-8.81,12.31,226.73,-77.74,109.65,0,1015.65,45.744,54.961807,-1.6183,274.19,NaN,,5.24,9.677419,147.5,13 / 17,1328532,2016-02-03 15:50:51:213
-2.7854,5.1996,-0.9772,-2.04,9.47,-1.53,-0.29,-2.47,-0.33,-0.7084,-0.4815,0.6722,0,-12.31,-12.81,10.44,260.27,-71.41,126.94,0,1015.67,48.052,54.961796,-1.618285,274.19,NaN,,5.16,9.677419,162,13 / 17,1329031,2016-02-03 15:50:51:712
-2.6561,2.2729,-0.3616,-2.07,9.59,0.07,-2.51,-2.25,-1.39,0.359,-1.7449,0.3835,0,-10.5,-7.69,17.25,212.75,-86.23,73.81,0,1015.65,40.785,54.961796,-1.618285,274.19,NaN,,5.16,9.677419,162,13 / 17,1329532,2016-02-03 15:50:52:213
0.2682,5.2499,-0.6395,-1.76,9.42,-2.07,-5.84,-0.38,-1.2,-0.6179,-0.5763,0.2333,0,-9.75,-6.62,15.31,271.4,-75.72,130.81,0,1015.68,42.065,54.961784,-1.618274,274.19,NaN,,4.51,9.677419,149.8,13 / 19,1330031,2016-02-03 15:50:52:712
1.6502,9.9729,-4.6607,-0.45,9.79,0.39,-8.11,3.31,-3.25,0.653,0.2322,-0.6189,0,-14.87,-13.19,6.25,161.73,-86.52,49.09,0,1015.68,44.03,54.961784,-1.618274,274.19,NaN,,4.51,9.677419,149.8,13 / 19,1330531,2016-02-03 15:50:53:212
0.9891,8.9406,0.5293,-1.97,9.23,-2.66,0.17,2.88,0.29,0.2109,-1.3348,0.4645,0,-14.5,-8.81,10.44,259.09,-70.27,143.48,0,1015.68,42.272,54.961773,-1.618258,274.19,NaN,,6.49,9.677419,145.7,13 / 19,1331031,2016-02-03 15:50:53:712
1.8945,14.0564,-3.571,-0.78,9.77,-0.18,-1.83,1.91,0,-0.1364,1.1228,-1.1824,0,-16.69,-16.81,5.13,212.86,-85.62,108.68,0,1015.64,41.405,54.961773,-1.618258,274.19,NaN,,6.49,9.677419,145.7,Dec-18,1331532,2016-02-03 15:50:54:213
-1.4346,13.5247,0.8071,-1.72,9.43,-2.05,-3.09,3.54,-1.84,1.0429,-1.8355,0.3174,0,-14.5,-18.25,15,262.96,-74.16,140,0,1015.67,44.481,54.96176,-1.618241,274.19,NaN,,6.31,12.903226,141.3,Dec-17,1332031,2016-02-03 15:50:54:712
-7.2761,12.1835,-2.407,-0.98,9.74,-0.51,-3.67,-0.83,-2.38,0.0586,-0.572,0.0607,0,-17.37,-26.62,7,231.66,-79.38,131.19,0,1015.69,43.419,54.96176,-1.618241,274.19,NaN,,6.31,12.903226,141.3,Dec-17,1332532,2016-02-03 15:50:55:213
-5.3696,17.1076,-10.8566,-2.11,9.29,-2.31,-3.61,-1.83,-1.68,-1.192,2.7026,-0.0767,0,-6.12,-16.81,15.75,280.81,-73.38,138.76,0,1015.69,45.314,54.961754,-1.618229,274.19,NaN,,3.72,12.903226,135.6,13 / 20,1333031,2016-02-03 15:50:55:712
-3.1542,9.5873,-1.2622,-0.87,9.76,-0.49,-1.71,-0.95,-2.13,-0.522,0.0032,0.6072,0,-15.94,-23.75,10.81,267.91,-71.56,155.42,0,1015.68,43.122,54.961754,-1.618229,274.19,NaN,,3.72,12.903226,135.6,13 / 20,1333531,2016-02-03 15:50:56:212
-1.8873,3.5087,1.6645,-1.84,9.42,-1.99,1.36,0.12,-3.99,0.2791,-1.9398,0.3601,0,-6.87,-18.25,19.5,258.24,-81.26,110.02,0,1015.67,42.473,54.96174,-1.618215,277.42,NaN,,5.59,12.903226,135.4,13 / 19,1334032,2016-02-03 15:50:56:713
-1.6765,6.6653,-1.1089,-1.05,9.5,-2.19,-0.38,-3.4,-0.18,-1.3156,0.0937,-0.0405,0,-7.94,-15.37,15.75,308.19,-73.3,153.89,0,1015.65,41.774,54.96174,-1.618215,277.42,NaN,,5.59,12.903226,135.4,13 / 19,1334531,2016-02-03 15:50:57:212
-3.3363,3.8536,-3.7554,-1.56,9.68,-0.1,-1.53,-4.84,-4.65,1.1697,2.3319,-0.2631,0,-7.56,-9.87,19.5,40.26,-88.93,-119.36,0,1015.6,40.609,54.96173,-1.618198,277.42,NaN,,5.58,12.903226,136.1,13 / 19,1335032,2016-02-03 15:50:57:713
-2.031,7.8676,-1.5496,-0.95,9.34,-2.85,-2.8,-0.47,0.2,-2.3873,0.408,0.4751,0,-10.12,-6.25,19.88,309.79,-66.02,163.98,0,1015.64,47.459,54.96173,-1.618198,277.42,NaN,,5.58,12.903226,136.1,13 / 19,1335531,2016-02-03 15:50:58:212
4.0188,12.4804,-1.1496,-0.55,9.77,-0.71,0.73,3,-2.01,-0.0586,1.3188,-0.4677,0,-7.19,-13.87,10.81,324.63,-89.27,-151.39,0,1015.67,40.871,54.961727,-1.618186,277.42,NaN,,3.13,12.903226,126.7,15 / 19,1336032,2016-02-03 15:50:58:713
-2.2585,9.889,0.0144,-1.66,9.05,-3.4,1.41,3.58,-0.66,0.7681,-1.2804,0.2557,0,-2.87,-2.25,17.63,320.69,-67.31,153.98,0,1015.71,44.73,54.961727,-1.618186,277.42,NaN,,3.13,12.903226,126.7,15 / 19,1336532,2016-02-03 15:50:59:213
0.5006,10.7297,-2.2801,-0.32,9.76,-0.86,-2.21,3.58,0.51,-1.1824,1.5862,-1.1505,0,-13.06,-8.81,7.38,260.01,-76.1,149.95,0,1015.69,50.334,54.961727,-1.618186,277.42,NaN,,3.13,12.903226,126.7,Oct-16,1337033,2016-02-03 15:50:59:714
-0.491,13.9486,-0.4886,-2.08,9.13,-2.92,1.44,6.89,-1.92,-0.4282,0.8458,-0.0075,0,-13.37,4.31,27.06,293.34,-73.22,137.86,0,1015.65,52.012,54.961727,-1.618186,277.42,NaN,,3.13,12.903226,126.7,Oct-16,1337532,2016-02-03 15:51:00:213
-4.062,15.6203,-0.1245,-1,9.71,-0.9,-2.2,-0.06,-3.31,0.8906,0.261,-0.5348,0,-10.87,-4.06,6.63,252.3,-82.11,131.99,0,1015.65,51.632,54.96172,-1.61817,277.42,NaN,,3.43,12.903226,128.9,14 / 22,1338031,2016-02-03 15:51:00:712
-8.385,11.2925,-13.9749,-1.92,9.34,-2.3,-0.95,1.39,-4.51,1.3838,-4.0736,-0.163,0,-9.06,-4.06,4.75,244.05,-75.22,129.48,0,1015.63,47.713,54.96172,-1.61817,277.42,NaN,,3.43,12.903226,128.9,14 / 22,1338532,2016-02-03 15:51:01:213
-7.4677,10.277,-0.661,-0.38,9.68,-1.53,-2.29,-1.25,-2.89,-0.8224,-0.3771,0.7958,0,-9.75,-13.19,1,239.04,-70.94,164.05,0,1015.64,45.767,54.961708,-1.61816,277.42,NaN,,5.26,12.903226,149.8,14 / 22,1339032,2016-02-03 15:51:01:713
-1.7963,11.3668,0.9365,-1.42,9.34,-2.62,1.59,-0.37,-6.82,0.3249,-4.4848,0.049,1,-5,-7.31,12.69,276.82,-75.93,130.24,0,1015.65,42.621,54.961708,-1.61816,277.42,NaN,,5.26,12.903226,149.8,14 / 22,1339532,2016-02-03 15:51:02:213
-2.5196,5.4942,-1.7148,-0.84,9.3,-3.01,1.65,-2.15,0.08,-1.7854,-0.4389,0.3143,0,-11.56,-15.69,13.06,306.64,-68.93,161.31,0,1015.63,40.262,54.961697,-1.618151,277.42,NaN,,5.01,12.903226,151.9,14 / 22,1340032,2016-02-03 15:51:02:713
-2.4333,2.9291,0.3353,-1.76,9.48,-1.78,-1.41,-9.07,-1.17,0.7574,-2.6184,0.4389,0,-9.75,-13.19,24.81,265.46,-80.26,111.93,0,1015.64,42.741,54.961697,-1.618151,277.42,28.61450989,,5.01,12.903226,151.9,14 / 22,1340532,2016-02-03 15:51:03:213
-2.1076,6.9719,-0.5964,-1.05,8.86,-4.06,0.74,-0.19,-0.44,-1.3199,-0.1204,0.5997,0,-2.12,-7.69,24.44,335.11,-64.67,165.5,0,1015.65,40.38,54.96168,-1.618141,277.42,28.61450989,,5.51,12.903226,149.1,14 / 23,1341032,2016-02-03 15:51:03:713
2.4932,10.392,2.3902,-1.13,9.6,-1.64,4.2,4.28,-1.38,-0.9555,0.8778,-0.5539,0,2.25,-5.5,13.81,18.47,-83.23,-170.54,0,1015.68,40.563,54.96168,-1.618141,277.42,28.61450989,,5.51,12.903226,149.1,14 / 23,1341532,2016-02-03 15:51:04:213
-3.0081,8.9191,-5.5684,-0.79,9.31,-2.99,0.17,0.11,2.98,0.882,-1.0525,0.3601,0,-4.31,2.5,17.63,331.11,-72.99,165.67,0,1015.71,40.25,54.961662,-1.618128,277.42,28.61450989,,5.33,12.903226,147.2,14 / 23,1342032,2016-02-03 15:51:04:713
1.4322,13.9199,-3.1016,-0.76,9.73,-0.92,1.71,2.19,-3.32,0.3601,0.2226,-1.2783,0,-5,2.88,4.75,258.14,-82.85,146.7,0,1015.71,45.305,54.961662,-1.618128,277.42,28.61450989,,5.33,12.903226,147.2,14 / 23,1342531,2016-02-03 15:51:05:212
0.2994,11.1225,-0.9724,-1.5,9.34,-2.6,-6.27,2.8,-13.69,0.0991,-0.8096,0.2109,0,-8.31,7.94,8.19,295.61,-72.18,150.02,0,1015.71,57.795,54.96165,-1.618116,277.42,28.61450989,,4.9,9.677419,144.9,15 / 23,1343032,2016-02-03 15:51:05:713
-7.6114,13.8193,-1.9879,0.09,9.7,-1.45,1.15,-2.44,0.96,0.5007,-0.1353,-0.4581,0,-17.37,-1.87,-4.69,256.37,-81.48,-176.45,0,1015.72,55.017,54.96165,-1.618116,277.42,28.61450989,,4.9,9.677419,144.9,15 / 23,1343531,2016-02-03 15:51:06:212
-4.6463,11.6661,-2.4022,-2.09,9.13,-2.91,-2.98,-1.43,-1.02,0.4943,6.6387,-0.5912,0,-9.75,-4.06,0.63,245.01,-71.44,154.99,0,1015.72,49.258,54.96164,-1.618103,277.42,28.61450989,,5.37,9.677419,144.9,14 / 23,1344032,2016-02-03 15:51:06:713
-2.2848,9.2663,-1.1137,-1.09,9.73,-0.48,-1.39,-3.43,-2.47,-0.5752,-1.2538,0.587,0,-11.56,-9.5,-4.69,228.94,-64.28,152.11,0,1015.68,46.035,54.96164,-1.618103,277.42,28.61450989,,5.37,9.677419,144.9,14 / 23,1344531,2016-02-03 15:51:07:212
-4.1578,6.4833,-2.704,-3.03,9.06,-2.21,-1.7,-5.26,1.3,-0.1917,1.0876,-0.0948,0,-7.19,-8.81,5.94,152.77,-84.45,101.55,0,1015.68,44.103,54.961624,-1.61809,277.42,28.61450989,,5.51,9.677419,144.8,15 / 23,1345032,2016-02-03 15:51:07:713
-1.8705,4.6942,-1.0586,-2.52,8.91,-3.22,-0.04,-4.31,-0.56,-0.5337,-0.3206,0.8682,0,-7.94,-20.81,-1.69,199.05,-65.35,141.95,0,1015.67,44.476,54.961624,-1.61809,277.42,28.61450989,,5.51,9.677419,144.8,15 / 23,1345532,2016-02-03 15:51:08:213
-2.8716,2.1388,0.4551,-2.73,9.08,-2.52,4.48,1.59,1.34,2.4831,3.3811,-0.3515,0,-3.94,-21.56,16.5,271.86,-72.19,129.05,0,1015.67,43.226,54.961613,-1.618079,277.42,28.61450989,,5.62,9.677419,149.9,15 / 23,1346032,2016-02-03 15:51:08:713
-0.8718,9.1729,1.2765,-2.86,8.81,-3.23,0.99,7.03,0.56,-0.539,-0.5273,0.4922,0,1.88,-24.06,16.13,278.7,-63.91,138.48,0,1015.69,42.518,54.961613,-1.618079,277.42,28.61450989,,5.62,9.677419,149.9,15 / 23,1346531,2016-02-03 15:51:09:212
2.9602,15.1078,-0.4862,-2.64,9.38,-1.11,3.75,5.32,-2.68,-1.4626,0.4527,-0.6775,0,12.44,-19,14.63,285.64,-79,113.28,0,1015.71,41.336,54.961597,-1.618066,277.42,28.61450989,,6.05,9.677419,148.2,14 / 23,1347031,2016-02-03 15:51:09:712
-1.6166,8.8855,2.4214,-2.51,9.09,-2.69,0.99,-0.35,4.43,0.3111,-1.763,0.2067,0,10.25,10.13,26,344.59,-67.82,142.57,0,1015.72,42.234,54.961597,-1.618066,277.42,28.61450989,,6.05,9.677419,148.2,14 / 23,1347531,2016-02-03 15:51:10:212
-1.2909,11.0937,0.3832,-1.58,9.67,-0.44,-7.65,2.67,-1.24,0.2045,0.13,-0.5369,0,-1,7.56,14.63,286.48,-80.37,105.56,0,1015.72,42.887,54.96158,-1.618052,277.42,28.61450989,,6.02,9.677419,148.8,14 / 23,1348031,2016-02-03 15:51:10:712
-2.2369,16.904,-2.3711,-3.4,9,-1.92,-6.81,1.74,-10.79,1.5287,5.2347,-1.0386,0,-9.37,16.31,15.38,288.78,-66.55,119.45,0,1015.72,40.985,54.96158,-1.618052,277.42,28.61450989,,6.02,9.677419,148.8,14 / 23,1348532,2016-02-03 15:51:11:213
-5.6882,16.5855,2.7423,-2.88,9.38,-0.05,-6.55,-2.2,-3.36,0.2397,-0.8139,0.1875,0,-12.31,3.19,-0.5,204.21,-68.01,110.41,0,1015.76,39.407,54.961563,-1.618037,280.65,28.61450989,,6.2,9.677419,147.8,14 / 23,1349032,2016-02-03 15:51:11:713
-6.9767,13.0624,-7.0557,-3.87,8.83,-1.8,-5.92,2.46,-3.59,-1.3667,0.2194,0.6594,9,-7.94,1.38,4.81,236.19,-62.54,108.43,0,1015.73,41.46,54.961563,-1.618037,280.65,28.61450989,,6.2,9.677419,147.8,14 / 23,1349531,2016-02-03 15:51:12:212
-6.8569,9.9609,-0.764,-3.82,9.03,-0.08,-0.42,-2.5,-1.49,-0.473,-0.3249,0.7127,0,-5.37,-7,0.25,199.7,-59.39,121.24,0,1015.76,41.449,54.961548,-1.618021,280.65,28.61450989,,6.05,9.677419,149.7,14 / 23,1350032,2016-02-03 15:51:12:713
-5.2595,8.7035,-4.7206,-4.19,8.44,-2.72,0.4,-1.11,-2.48,0.1907,-2.5172,0.2056,0,-4.31,1.38,5.56,258.7,-61.13,106.56,0,1015.73,46.248,54.961548,-1.618021,280.65,28.61450989,,6.05,9.677419,149.7,14 / 23,1350531,2016-02-03 15:51:13:212
-3.8727,4.6751,-1.7675,-3.92,8.79,-1.9,1.95,-1.3,-0.05,-2.008,-0.5902,0.1896,0,-8.69,-1.87,-2.81,236.05,-58.63,118.83,0,1015.73,49.503,54.961533,-1.618004,280.65,28.61450989,,6.99,9.677419,147.9,14 / 23,1351031,2016-02-03 15:51:13:712
-2.3375,1.1424,-1.5472,-4.26,8.83,-0.12,-0.11,-3.12,-2.71,2.204,1.9452,0.4208,0,-7.94,-4.81,16.5,194.51,-70.21,88.27,0,1015.69,51.143,54.961533,-1.618004,280.65,28.61450989,,6.99,9.677419,147.9,14 / 23,1351531,2016-02-03 15:51:14:212
-1.813,8.2173,-0.0742,-4.01,8.35,-3.21,-2.12,-1.99,1.72,-0.9428,-0.3143,0.9747,0,-4.31,-6.25,13.13,268.68,-60.57,111.93,0,1015.63,49.096,54.96152,-1.617988,274.19,28.61450989,,4.9,12.903226,145.8,14 / 23,1352031,2016-02-03 15:51:14:712
-1.7053,15.8502,-1.7795,-3.61,9,-1.47,3.23,3.61,-0.25,-0.4176,1.1782,-0.9087,0,-4.69,-16.81,8.94,233.79,-72.77,105.57,0,1015.72,50.898,54.96152,-1.617988,274.19,28.61450989,,4.9,12.903226,145.8,14 / 23,1352531,2016-02-03 15:51:15:212
-6.8905,6.9048,-5.8199,-4.12,8.04,-3.81,0.05,6.38,-2.52,-0.996,1.763,-0.3537,0,5.56,-9.19,19.56,313.58,-58.94,131.31,0,1015.76,45.387,54.96151,-1.617972,277.42,28.61450989,,5.56,12.903226,143.3,13 / 22,1353032,2016-02-03 15:51:15:713
-2.9291,11.4626,-0.5916,-2.52,9.39,-1.26,-4.55,3.86,0.14,0.44,0.8234,-0.7894,0,-3.19,-12.81,5.56,247.32,-66.95,119.5,0,1015.69,46.338,54.96151,-1.617972,277.42,28.61450989,,5.56,12.903226,143.3,13 / 22,1353532,2016-02-03 15:51:16:213
-2.5627,11.8841,-2.5962,-3.61,8.46,-3.41,-0.55,5.63,-1,1.6767,-2.1071,0.6637,0,4.81,4.69,18.75,328.47,-59.59,133.37,0,1015.63,51.477,54.961494,-1.617955,283.87,28.61450989,,5.96,12.903226,144.1,Oct-19,1354032,2016-02-03 15:51:16:713
-5.9013,11.6326,2.4046,-2.38,9.43,-1.25,-6.47,3.18,-0.62,0.2716,-0.1619,0.0714,0,-2.5,-0.44,3.25,262.84,-70.49,116.1,0,1015.69,49.396,54.961494,-1.617955,283.87,28.61450989,,5.96,12.903226,144.1,Oct-19,1354532,2016-02-03 15:51:17:213
-8.6101,9.0939,-9.0532,-3.26,8.62,-3.36,1.25,-1.55,-9.17,1.1803,1.388,-1.0269,0,-10.87,-1.12,9.69,266.53,-61.49,135.87,0,1015.73,43.859,54.96148,-1.617941,283.87,28.61450989,,5.28,12.903226,145.7,15 / 22,1355032,2016-02-03 15:51:17:713
-10.3824,7.5467,-2.7136,-3.1,9.2,-1.39,-1.23,-1.76,-0.92,0.9651,-1.0258,0.5209,0,-13.37,-13.19,2.13,212.5,-65.12,124.54,0,1015.72,47.01,54.96148,-1.617941,283.87,28.61450989,,5.28,12.903226,145.7,15 / 22,1355532,2016-02-03 15:51:18:213
-5.2882,12.5403,1.0802,-3.79,8.35,-3.49,-2.38,-3.4,0.64,-2.7921,1.6267,0.0415,0,-6.87,-14.62,7.44,230.26,-58.32,132.64,0,1015.69,41.27,54.961464,-1.617925,280.65,28.61450989,,7.4,12.903226,137.3,Dec-19,1356032,2016-02-03 15:51:18:713
-2.3615,3.9494,-1.3125,-3.87,8.93,-1.2,0.63,-4.7,-1.15,-1.0003,-0.7585,0.441,0,-7.19,-23,5.56,214.15,-60.92,125.09,0,1015.67,44.187,54.961464,-1.617925,280.65,28.61450989,,7.4,12.903226,137.3,Dec-19,1356532,2016-02-03 15:51:19:213
-5.3912,2.6058,5.02,-4.47,8.68,-0.91,0.43,-0.44,-2.07,0.7446,-4.3186,0.2855,0,-1.75,-20.06,21.06,250.74,-62.28,101.51,0,1015.65,46.946,54.961456,-1.61791,274.19,28.61450989,,5.19,12.903226,136.7,14 / 20,1357032,2016-02-03 15:51:19:713
-2.9219,4.6871,0.4048,-4.66,7.76,-3.76,-4.56,-1.15,1.29,-0.6413,-0.8181,0.1907,0,1.88,-19,14.25,281.37,-51.28,123.22,0,1015.73,48.836,54.961456,-1.61791,274.19,28.61450989,,5.19,12.903226,136.7,14 / 20,1357532,2016-02-03 15:51:20:213
-1.1448,14.2408,1.4107,-4.38,8.51,-2.15,3.07,5.41,2.15,1.9207,3.2491,-0.6019,0,3.69,-13.5,16.88,285.28,-67.16,110.77,0,1015.73,45.136,54.96145,-1.617895,277.42,28.61450989,,5.87,12.903226,136.8,Oct-17,1358032,2016-02-03 15:51:20:713
-6.5791,5.851,-7.8796,-4.11,7.71,-4.46,-2.18,-2.24,-4.16,-2.1912,-0.278,0.8234,0,7,-14.25,18.81,291.63,-48.64,130.18,0,1015.74,47.506,54.96145,-1.617895,277.42,28.61450989,,5.87,12.903226,136.8,Oct-17,1358532,2016-02-03 15:51:21:213
-1.2239,16.7556,0.0287,-3.15,9.11,-1.81,-4.36,2.58,1.81,-1.3518,0.3505,-1.0749,0,5.56,-26.62,1.38,174.26,-64.95,123.61,0,1015.76,45.494,54.961437,-1.61788,277.42,28.61450989,,5.87,16.129032,136.8,Oct-17,1359032,2016-02-03 15:51:21:713
-5.6163,7.2665,-0.7017,-4.4,8,-3.58,-8.96,0.81,-12.74,0.0703,-0.4549,0.8181,0,17.56,-20.81,16.13,352,-54.66,129.13,0,1015.76,43.409,54.961437,-1.61788,277.42,28.61450989,,5.87,16.129032,136.8,Oct-17,1359532,2016-02-03 15:51:22:213
-4.9745,10.4543,1.4346,-3.54,9.09,-0.99,-5.04,-1.42,1.09,0.636,-0.8426,0.4453,0,10.25,-43.75,2.13,173.8,-67.98,105.62,0,1015.76,42.407,54.961426,-1.617864,280.65,28.61450989,,6.58,12.903226,143.8,Dec-22,1360032,2016-02-03 15:51:22:713
-11.4338,10.0112,-12.1643,-5.15,8.03,-2.28,-1.98,3.36,1.13,-0.7894,2.6152,-0.4389,0,24.75,2.25,10.69,356.07,-54.62,131.43,0,1015.74,40.704,54.961426,-1.617864,280.65,28.61450989,,6.58,12.903226,143.8,Dec-22,1360532,2016-02-03 15:51:23:213
-8.3131,7.5204,0.3281,-5.08,8.38,-0.13,-1.99,-1.08,-2.47,-0.0128,-0.5198,0.685,0,25.13,-0.25,-4.81,23.92,-48.25,110.99,0,1015.74,43.764,54.96141,-1.617846,280.65,28.61450989,,7.04,12.903226,146.4,Oct-20,1361033,2016-02-03 15:51:23:714
-6.9815,9.8914,-1.1281,-6.31,7.19,-2.18,2.48,-7.05,-0.07,1.502,-5.5351,0.3004,0,23.69,17.19,22.81,1.22,-54.54,94.94,0,1015.73,43.307,54.96141,-1.617846,280.65,43.87380584,,7.04,12.903226,146.4,Oct-20,1361532,2016-02-03 15:51:24:213
-5.3744,5.0679,-0.1581,-6.12,7.62,-0.8,2.39,-1.33,-0.34,-0.0852,-0.8597,0.6083,0,37.88,5.19,-4.44,15.52,-50.99,97.45,0,1015.73,43.652,54.961395,-1.617829,280.65,43.87380584,,7.03,16.129032,148.8,Oct-20,1362032,2016-02-03 15:51:24:713
-2.7112,0.5006,1.9735,-6.29,7.48,-0.8,1.89,-4.36,-2.7,0.9747,0.1587,0.7787,0,30.94,28.13,34.94,325.56,-49.71,97.25,0,1015.72,40.935,54.961395,-1.617829,280.65,43.87380584,,7.03,16.129032,148.8,Oct-20,1362532,2016-02-03 15:51:25:213
-8.4736,6.2462,2.007,-6.23,6.78,-3.38,1.78,1.46,2.09,-0.946,-0.2855,0.0522,0,39.69,32.88,12.56,8.3,-43.73,118.48,0,1015.72,38.44,54.96138,-1.617812,283.87,43.87380584,,6.48,12.903226,150.1,Oct-22,1363031,2016-02-03 15:51:25:712
-1.7675,9.8819,-1.2286,-5.69,7.87,-1.38,0.24,8.7,1.11,1.8173,3.199,-0.4953,0,-11,17.56,-1.69,340.06,-53.35,103.63,0,1015.71,42.123,54.96138,-1.617812,283.87,43.87380584,,6.48,12.903226,150.1,Oct-22,1363532,2016-02-03 15:51:26:213
-8.1814,5.5636,-4.4643,-5.92,6.99,-3.51,-0.31,-1.24,4.48,-1.29,-0.294,0.5923,0,-25.19,34.31,-7,318.82,-43.84,119.39,0,1015.76,40.605,54.961365,-1.6178,290.32,43.87380584,,5.64,12.903226,151.2,Oct-22,1364031,2016-02-03 15:51:26:712
-4.5026,12.8397,-2.2298,-5.42,8.1,-1.11,-1.87,4.03,-4.27,-1.3273,0.6317,-1.045,4,-9.87,-8.87,-8.62,160.29,-55.22,101.97,0,1015.74,40.191,54.961365,-1.6178,290.32,43.87380584,,5.64,12.903226,151.2,Oct-22,1364531,2016-02-03 15:51:27:212
