ACCELEROMETER X (m/sì),ACCELEROMETER Y (m/sì),ACCELEROMETER Z (m/sì),GRAVITY X (m/sì),GRAVITY Y (m/sì),GRAVITY Z (m/sì),LINEAR ACCELERATION X (m/sì),LINEAR ACCELERATION Y (m/sì),LINEAR ACCELERATION Z (m/sì),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (?T),MAGNETIC FIELD Y (?T),MAGNETIC FIELD Z (?T),ORIENTATION Z (azimuth ›),ORIENTATION X (pitch ›),ORIENTATION Y (roll ›),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (›),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-7.0581,1.8825,11.8961,-3.23,3.72,8.48,-2.77,1.01,-1.69,-0.8874,0.4368,-0.6189,666,9.69,3.69,-23.06,359.98,-14.17,23.49,2,1015.12,37.972,54.97083,-1.618874,300,NaN,,8.15,22.580645,151.6,Aug-22,484664,2016-02-03 15:36:47:345
-1.7819,2.3543,9.7789,-0.94,2.87,9.33,-0.88,-0.69,1.06,-0.3569,-1.1718,-1.1004,575,3.5,2.63,-23.44,7.66,-20.17,13.45,2,1015.13,39.52,54.970806,-1.618853,303.23,NaN,,3.95,19.35484,145.3,Aug-22,485165,2016-02-03 15:36:47:846
-0.1796,5.3864,8.8185,-0.15,2.88,9.37,0.61,-0.11,-1.99,0.1012,-0.9129,1.3816,253,-7.81,5.5,-21.87,34.48,-17.08,0.92,2,1015.13,43.687,54.970806,-1.618853,303.23,NaN,,3.95,19.35484,145.3,Aug-22,485664,2016-02-03 15:36:48:345
-0.1293,4.8739,7.1851,-0.79,5.53,8.06,0.98,0.22,-1.89,0.4357,0.1108,0.0394,396,-7.06,0.81,-15.81,46.34,-29.72,6.47,2,1015.13,41.5,54.9708,-1.618836,303.23,NaN,,3.74,19.35484,141.4,Sep-22,486164,2016-02-03 15:36:48:845
0.5724,3.8727,7.5467,-0.09,4.8,8.55,2.87,-0.32,0.44,0.4591,-0.0447,-0.4783,295,-3.44,4.81,-15.81,14.58,-29.31,0.6,2,1015.12,41.925,54.9708,-1.618836,303.23,NaN,,3.74,19.35484,141.4,Sep-22,486664,2016-02-03 15:36:49:345
-1.3364,6.73,8.9717,0.6,5.22,8.28,-1.34,1.79,-0.01,-0.3462,-0.3249,-0.4506,300,-0.87,-0.31,-10.87,6.94,-33.68,-1.33,2,1015.12,38.893,54.970787,-1.618812,316.13,NaN,,6.44,19.35484,111.7,Sep-22,487164,2016-02-03 15:36:49:845
-1.2119,6.1241,9.0077,-0.52,5.54,8.08,-1.06,0.46,-2.42,0.7766,0.3601,1.1867,144,0.94,-2.12,-12.37,357.47,-34.38,3.68,2,1015.13,40.427,54.970787,-1.618812,316.13,NaN,,6.44,19.35484,111.7,Sep-22,487664,2016-02-03 15:36:50:345
2.122,6.5983,8.5311,0.84,6.26,7.5,0.65,0.56,0,-0.1694,-0.0799,-0.5752,439,-1.62,-3.25,-11.25,36.64,-36.47,-2.47,2,1015.13,34.017,54.970783,-1.618797,312.9,NaN,,1.15,32.258064,117.7,Sep-22,488165,2016-02-03 15:36:50:846
0.6514,7.9084,5.4966,0.01,6.77,7.09,-0.38,1.68,1.61,1.0184,0.18,-0.0447,142,0.56,-6.5,-11.25,335.32,-44.13,-1.22,2,1015.12,37.523,54.970783,-1.618797,312.9,NaN,,1.15,32.258064,117.7,Sep-22,488665,2016-02-03 15:36:51:346
-0.7377,7.3838,10.4519,-0.3,6.12,7.66,-1.05,0.6,2.76,0.4517,-0.2621,-0.0863,211,2.75,-8.31,-14.31,3.43,-41.44,5.23,2,1015.15,36.402,54.970783,-1.618797,312.9,NaN,,1.15,32.258064,117.7,Sep-22,489164,2016-02-03 15:36:51:845
-1.71,8.0592,8.8759,-0.9,6.87,6.94,-1.15,0.81,0.79,-0.3068,-0.2983,0.4304,201,6.75,-8.31,-8.94,274.44,-40.08,2.83,2,1015.15,36.43,54.970783,-1.618797,312.9,NaN,,1.15,32.258064,117.7,Sep-22,489664,2016-02-03 15:36:52:345
0.5437,7.2976,5.2666,0.37,7.27,6.57,-0.53,0.55,-0.24,-0.0937,-0.1768,-0.0788,213,1.31,-9.06,-9.31,274.28,-45.56,-1.92,2,1015.15,37.001,54.97077,-1.618786,309.68,NaN,,4.83,32.258064,182.8,Sep-22,490165,2016-02-03 15:36:52:846
0.2682,6.9527,3.3195,-0.16,7.14,6.72,0.02,-1.95,-1.07,0.6647,-0.3238,-0.098,186,4.94,-10.12,-7,276.82,-48.73,-2.66,2,1015.13,37.268,54.97077,-1.618786,309.68,NaN,,4.83,32.258064,182.8,Sep-22,490665,2016-02-03 15:36:53:346
-0.9341,6.0115,6.4785,-0.82,7.42,6.36,0.48,-1.29,-2.47,-0.327,0.5454,0.4538,185,4.56,-10.12,-8.94,282.51,-49.65,7.7,2,1015.15,37.905,54.97076,-1.618782,306.45,NaN,,5.32,32.258064,189.2,Sep-22,491165,2016-02-03 15:36:53:846
-1.3077,5.4032,8.7251,-0.85,6.52,7.28,-0.59,-1.12,-1.04,0.3633,0.3505,0.114,265,6.75,-8.69,-13.12,296.24,-43.24,5.78,2,1015.15,33.151,54.97076,-1.618782,306.45,NaN,,5.32,32.258064,189.2,Sep-22,491664,2016-02-03 15:36:54:345
-1.3652,6.4809,8.2652,-1.36,7.16,6.56,-1.16,1,6.76,-0.1886,-0.3089,0.4229,256,4.56,-11.62,-11.62,309.13,-49.06,12.76,2,1015.15,36.829,54.970745,-1.618783,303.23,NaN,,5.39,29.032257,189.1,Sep-22,492164,2016-02-03 15:36:54:845
0.1317,6.9719,8.6005,-0.86,7.09,6.72,0.82,2.2,1.07,-0.294,0.2439,-0.4186,337,5.31,-14.12,-13.5,290.32,-49.19,8.35,2,1015.16,37.386,54.970745,-1.618783,303.23,NaN,,5.39,29.032257,189.1,Sep-22,492664,2016-02-03 15:36:55:345
-2.1819,9.3573,11.6925,-0.74,5.73,7.93,-1.14,2.03,1.46,-0.2759,0.0852,0.2716,363,7.5,-9.06,-21.87,324.41,-39.97,6.34,2,1015.17,37.414,54.970737,-1.618782,303.23,NaN,,5.02,29.032257,188.7,Sep-22,493164,2016-02-03 15:36:55:845
2.2872,5.9636,4.5936,-0.08,5.27,8.27,-0.8,0.12,-1.41,1.0514,-0.5092,-0.0373,526,-6.37,-8.69,-17.69,90.99,-27.12,5.98,2,1015.16,36.655,54.970737,-1.618782,303.23,NaN,,5.02,29.032257,188.7,Sep-22,493664,2016-02-03 15:36:56:345
-1.5735,5.2882,5.3505,-0.63,6.5,7.32,-1.26,-1.38,-1.69,-0.0437,-0.0234,-0.1736,429,3.5,-10.12,-13.94,317.65,-46.39,3.65,2,1015.16,30.738,54.970722,-1.61878,303.23,NaN,,4.64,29.032257,188.7,Nov-22,494164,2016-02-03 15:36:56:845
0.7856,5.3792,4.3158,-0.82,5.6,8.01,0.72,0.14,-3.86,-0.0565,-0.3611,0.0831,240,4.19,-6.5,-17.31,340.17,-36.05,6.88,2,1015.17,40.752,54.970722,-1.61878,303.23,NaN,,4.64,29.032257,188.7,Nov-22,494665,2016-02-03 15:36:57:346
0.0048,5.7025,6.6534,-0.42,6.56,7.28,1.35,-0.66,0.52,0.2951,0.4091,-0.4826,176,5.31,-8.31,-11.25,285.41,-40.89,2.09,2,1015.16,37.721,54.970715,-1.618774,303.23,NaN,,5.16,29.032257,188.8,Nov-22,495164,2016-02-03 15:36:57:845
-0.5532,5.6163,8.1335,-0.86,7.17,6.63,-1.8,0.15,1.31,-0.1491,-0.0874,0.2045,171,7.5,-9.75,-10.06,272.09,-46.33,6.87,2,1015.16,37.312,54.970715,-1.618774,303.23,NaN,,5.16,29.032257,188.8,Nov-22,495664,2016-02-03 15:36:58:345
-1.0346,7.6712,5.8654,-0.65,7.22,6.6,-2.23,1.43,5.42,-1.2123,0.2727,-0.049,149,9.31,-10.5,-8.56,261.63,-43.96,1.46,2,1015.16,40.627,54.970707,-1.61877,303.23,NaN,,4.94,29.032257,188.8,Nov-22,496164,2016-02-03 15:36:58:845
-2.6681,9.6567,8.8783,-0.76,6.8,7.02,-2.36,1.68,3.36,0.1779,0.4879,0.2471,163,9.69,-6.87,-9.31,281.81,-44.25,5.48,2,1015.19,37.214,54.970707,-1.61877,303.23,NaN,,4.94,29.032257,188.8,Nov-22,496664,2016-02-03 15:36:59:345
-0.6443,9.3933,8.9358,0.5,6.8,7.05,-0.3,2.37,1.57,-1.0525,-0.0991,-0.3377,141,2.38,-6.87,-12.37,269.5,-46.75,6.07,2,1015.19,35.443,54.9707,-1.618766,309.68,NaN,,3.76,29.032257,188.8,Nov-22,497164,2016-02-03 15:36:59:845
0.9748,6.5911,8.9717,0.94,5.82,7.84,-1.8,1.28,-2.5,0.2503,0.7446,0.3718,284,4.94,-2.12,-19.62,323.2,-36.39,-6.84,2,1015.2,34.878,54.9707,-1.618766,309.68,NaN,,3.76,29.032257,188.8,Nov-22,497665,2016-02-03 15:37:00:346
1.3053,4.6823,8.5885,0.22,3.78,9.05,0,0.46,-1.46,0.5049,-0.7553,0.0554,282,7.5,3.69,-23.81,324.62,-35.34,-3.66,2,1015.21,36.79,54.97069,-1.618763,306.45,NaN,,4.26,29.032257,188.8,Nov-22,498165,2016-02-03 15:37:00:846
1.3771,6.0881,8.27,1.49,5.65,7.87,-0.58,0.07,-4.56,-0.2184,-0.0629,-0.44,453,7.5,-1.37,-20,309.81,-35.2,-10.72,2,1015.2,40.717,54.97069,-1.618763,306.45,NaN,,4.26,29.032257,188.8,Nov-22,498664,2016-02-03 15:37:01:345
0.012,4.3805,6.1624,-0.04,5.12,8.36,-1.35,-1.84,1.24,0.6775,-0.702,0.506,399,7.5,3.31,-22.62,331.6,-31.48,0.27,2,1015.21,44.624,54.97069,-1.618763,306.45,NaN,,4.26,29.032257,188.8,Nov-22,499164,2016-02-03 15:37:01:845
3.2668,4.5553,10.1549,2.45,5.32,7.87,0.69,-0.57,4.18,0.8543,-0.5689,0.3665,598,2.75,0.06,-24.94,320.44,-32.84,-17.29,2,1015.22,37.717,54.97069,-1.618763,306.45,NaN,,4.26,29.032257,188.8,Nov-22,499664,2016-02-03 15:37:02:345
9.7621,3.0034,0.3497,9.49,0.35,2.43,0.71,3.38,-0.33,0.3856,-1.5105,0.5838,10,-39.19,12.06,2.19,28.87,-33.77,-84.37,2,1015.24,38.398,54.970673,-1.618743,303.23,NaN,,7.29,32.258064,163.4,Nov-22,500164,2016-02-03 15:37:02:845
7.5635,-0.9293,6.7252,9.62,-0.01,1.92,4.02,-7.34,3.56,-3.9095,-1.4626,-2.3745,10,-40.25,18.31,1.81,26.12,-0.23,-80.02,0,1015.24,37.274,54.970673,-1.618743,303.23,NaN,,7.29,32.258064,163.4,Nov-22,500665,2016-02-03 15:37:03:346
9.0939,7.9898,0.9269,5.12,8.35,-0.36,3.56,2.6,-0.99,1.1942,-1.0344,0.6115,9,-7.44,-11.62,3.69,91.57,-58.42,-94.02,0,1015.24,39.043,54.970657,-1.618726,300,NaN,,5.64,35.48387,157.2,Nov-22,501165,2016-02-03 15:37:03:846
10.5213,6.5959,-1.1161,5.11,8.35,0.57,5.88,1.63,2.58,-0.1981,-0.489,-0.2141,4,-7.06,-10.87,2.19,98.6,-57.22,-79.03,0,1015.25,37.827,54.970657,-1.618726,300,NaN,,5.64,35.48387,157.2,Nov-22,501665,2016-02-03 15:37:04:346
7.2042,10.7488,3.2932,2.82,9.39,0.25,-0.61,5.26,-0.83,2.0293,-1.127,-0.3771,15,3.13,-11.94,10.19,126.48,-73.22,-84.93,0,1015.25,35.143,54.970634,-1.618716,293.55,NaN,,8.93,38.709675,162.2,Oct-22,502165,2016-02-03 15:37:04:846
4.4523,11.2518,3.1351,4.81,8.24,2.29,-1.47,-0.48,-0.2,0.538,-0.6541,-0.212,11,-4.19,-11.94,1.38,140.23,-61.29,-70.14,0,1015.24,35.755,54.970634,-1.618716,293.55,NaN,,8.93,38.709675,162.2,Oct-22,502665,2016-02-03 15:37:05:346
-1.4873,12.514,-14.054,5.8,7.65,-2.01,3.18,6.86,0.95,1.8557,-2.1817,-0.8522,8,-7.06,-6.12,11.38,57.37,-48.62,-115.97,0,1015.26,33.249,54.97061,-1.618703,290.32,NaN,,7.89,41.935486,165.3,Oct-22,503165,2016-02-03 15:37:05:846
5.9301,8.9143,-0.6299,6.41,7.26,1.53,-0.45,0.57,-2.06,-0.4506,0.4186,0.1864,0,-9.62,-8.31,3.69,65.62,-49.28,-85.97,0,1015.28,36.884,54.97061,-1.618703,290.32,NaN,,7.89,41.935486,165.3,Oct-22,503664,2016-02-03 15:37:06:345
1.3197,5.2307,-1.5951,6.34,7.05,-2.51,-0.36,0.01,-5.21,-0.4932,-0.4932,0.1715,0,-8.56,-7.62,17.06,71.58,-45.39,-108.99,0,1015.26,41.391,54.970592,-1.618688,290.32,NaN,,7.81,41.935486,165.6,Oct-22,504164,2016-02-03 15:37:06:845
2.1962,8.6652,0.5964,6.7,7.13,-0.67,-1.12,-4.73,0.09,-1.1036,0.2301,0.2344,0,-9.25,-10.87,1.38,174.14,-46.64,-95.71,0,1015.28,39.568,54.970592,-1.618688,290.32,NaN,,7.81,41.935486,165.6,Oct-22,504665,2016-02-03 15:37:07:346
0.4814,6.2271,0.3784,5.93,7.79,-0.54,-3.07,-2.48,0.57,2.0751,0.9065,-0.0692,0,-7.44,-7.25,9.44,86.86,-54.01,-82.42,0,1015.25,36.262,54.97057,-1.618676,290.32,NaN,,6.55,41.935486,158.5,Dec-22,505165,2016-02-03 15:37:07:846
6.0738,4.0188,-0.982,6.08,7.56,-1.45,-1.2,-1.05,2.5,-1.551,0.8128,0.0277,0,-7.44,-8.69,13.25,80.89,-51.26,-100.71,0,1015.3,27.869,54.97057,-1.618676,290.32,NaN,,6.55,41.935486,158.5,Dec-22,505664,2016-02-03 15:37:08:345
1.8633,4.153,-4.141,6.19,7.51,1.24,1.95,5.79,2.71,1.0205,-1.257,-0.5955,0,-7.06,-10.12,2.56,110.68,-49.82,-80.63,0,1015.28,28.899,54.97055,-1.618663,293.55,NaN,,6.34,41.935486,154,Dec-22,506164,2016-02-03 15:37:08:845
7.3383,10.3177,-0.685,6,6.55,-4.16,1.43,-0.99,1.04,-1.4498,2.2882,0.3217,0,-6.37,-5.75,18.25,78.95,-46.57,-109.05,0,1015.29,37.851,54.97055,-1.618663,293.55,NaN,,6.34,41.935486,154,Dec-22,506664,2016-02-03 15:37:09:345
8.2269,8.567,2.3136,6.63,7.18,0.81,0.35,0.87,4.08,0.5412,-1.2144,-0.8725,0,-6.69,-10.5,1.75,128.26,-45.4,-82.82,0,1015.26,38.117,54.970543,-1.618657,293.55,NaN,,4.54,41.935486,147.3,Dec-22,507165,2016-02-03 15:37:09:846
10.7536,12.1092,0.8886,5.39,6.88,-4.44,9.97,3.1,4.75,-0.995,0.7585,-0.1832,0,-2.37,-4.69,24.38,76.44,-46.82,-114.2,0,1015.29,39.78,54.970543,-1.618657,293.55,NaN,,4.54,41.935486,147.3,Dec-22,507665,2016-02-03 15:37:10:346
3.9901,15.4958,1.813,6.18,7.56,0.85,1.31,4.05,4.72,-0.0117,0.0905,-0.1747,0,-5.62,-7.25,3.69,89.03,-50.93,-86.94,0,1015.3,36.295,54.970524,-1.61862,296.77,NaN,,8.32,35.48387,136.1,Dec-22,508164,2016-02-03 15:37:10:845
1.8537,8.0473,-15.3353,6.06,7.07,-3.08,1.97,2.23,-1.22,-1.3273,-1.0589,-0.033,0,-4.19,-3.94,21.69,68.58,-46.12,-116.94,0,1015.3,36.109,54.970524,-1.61862,296.77,NaN,,8.32,35.48387,136.1,Dec-22,508664,2016-02-03 15:37:11:345
2.7327,13.8672,-0.3137,6.4,7.2,1.82,-1.91,0.4,-2.11,-0.9097,-0.1715,0.3281,0,-6,-7.25,7.13,89.82,-48.54,-91.77,0,1015.3,39.279,54.970505,-1.618599,296.77,NaN,,5.74,38.709675,138.7,Dec-22,509164,2016-02-03 15:37:11:845
7.3168,6.8641,-2.2489,6.67,6.61,-2.82,-5.74,-2.39,4.61,-0.9172,0.0874,-0.5252,0,-4.19,-0.69,22.44,103.1,-46.21,-71.08,0,1015.32,39.6,54.970505,-1.618599,296.77,NaN,,5.74,38.709675,138.7,Dec-22,509665,2016-02-03 15:37:12:346
2.9339,6.3636,-0.7377,6.64,7.21,0.3,-3.95,-1.87,-0.86,-1.2251,0.6338,0.3643,0,-5.25,-6.12,7.13,94.96,-47.33,-87.41,0,1015.32,39.077,54.970497,-1.618592,303.23,NaN,,3.41,38.709675,144.7,Dec-22,510166,2016-02-03 15:37:12:847
1.4059,4.6871,-2.9435,6.5,6.59,-3.23,-5.6,-0.59,3.77,0.1566,-0.0298,0.3643,0,-3.06,-3.56,20.13,90.65,-49.18,-90.45,0,1015.32,39.325,54.970497,-1.618592,303.23,NaN,,3.41,38.709675,144.7,Dec-22,510664,2016-02-03 15:37:13:345
5.772,4.8643,2.5339,6.94,6.54,-2.32,-0.69,0.3,5.42,-1.5553,-1.8972,0.4985,0,-7.06,-5.44,14,71.72,-41.79,-108.48,0,1015.32,38.805,54.97049,-1.618581,306.45,NaN,,5.11,41.935486,149.8,Dec-22,511165,2016-02-03 15:37:13:846
4.7038,8.5239,1.243,7.04,6.79,-0.78,5.61,-1.75,3.52,2.7218,-2.2456,-0.0021,0,-8.56,-3.94,9.81,77.07,-39.39,-87.81,0,1015.3,40.061,54.97049,-1.618581,306.45,NaN,,5.11,41.935486,149.8,Dec-22,511664,2016-02-03 15:37:14:345
4.7948,10.0639,-3.6716,6.84,6.01,-3.64,-0.08,3.56,10.83,-1.1068,1.3816,-0.0256,0,-11.06,-5.06,17.5,52.55,-36.63,-119.46,0,1015.32,43.527,54.970474,-1.618573,309.68,NaN,,4.94,41.935486,140.1,Dec-22,512165,2016-02-03 15:37:14:846
3.1806,8.6796,-0.3928,6.73,7.1,-0.65,-2.56,5.11,-0.1,2.7218,-2.4427,0.4133,0,-10,-7.25,15.94,76.86,-46.4,-95.52,0,1015.32,46.644,54.970474,-1.618573,309.68,NaN,,4.94,41.935486,140.1,Dec-22,512664,2016-02-03 15:37:15:345
9.4915,3.8225,-4.1338,6.77,5.89,-3.96,3.38,-1.79,1.15,-1.1047,1.29,-0.1182,0,-10.75,-2.12,22.81,44.39,-35.7,-127.81,0,1015.34,41.639,54.97047,-1.618583,309.68,NaN,,2.18,38.709675,138,Dec-22,513165,2016-02-03 15:37:15:846
8.373,11.6925,3.9135,6.94,6.91,0.57,0.2,2.27,5.12,0.8181,-1.2836,0.1353,0,-10,-6.87,6.38,55.55,-45.25,-89.25,0,1015.34,40.991,54.97047,-1.618583,309.68,NaN,,2.18,38.709675,138,Dec-22,513665,2016-02-03 15:37:16:346
2.8094,9.6471,-6.6701,6.28,6.43,-3.93,2.26,7.27,0.08,3.8254,-1.1846,0.0224,0,-9.25,-3.25,27.44,59.41,-44.9,-110.84,0,1015.34,41.826,54.97048,-1.618629,309.68,NaN,,1.6,35.48387,156.2,Dec-22,514165,2016-02-03 15:37:16:846
5.463,10.6387,-1.0227,6.52,7.31,0.45,-2.25,1.13,1.72,-0.2514,0.0682,0.2322,0,-11.44,-9.75,2.94,64.99,-45.82,-110.93,0,1015.35,42.261,54.97048,-1.618629,309.68,NaN,,1.6,35.48387,156.2,Dec-22,514665,2016-02-03 15:37:17:346
8.385,6.2247,-4.2536,5.76,6.29,-4.84,0.97,-0.55,5.78,-0.9886,1.6895,-0.473,0,-10,-4.69,24,66.52,-52.11,-103.74,0,1015.37,42.18,54.97049,-1.618682,306.45,NaN,,3.05,35.48387,236.7,Dec-22,515165,2016-02-03 15:37:17:846
2.8165,7.0222,0.7496,6.29,7.35,-1.61,-2.09,-2.98,6.53,-0.9811,-0.0383,0.2376,0,-11.81,-9.06,7.88,48.39,-48.54,-104.36,0,1015.35,39.741,54.97049,-1.618682,306.45,NaN,,3.05,35.48387,236.7,Dec-22,515664,2016-02-03 15:37:18:345
1.6861,4.6607,2.2777,6.55,6.04,-4.09,-4.44,-0.3,6.71,-0.8032,-0.1715,-0.5838,0,-12.56,-3.94,25.88,59.88,-47.05,-107.59,0,1015.34,38.818,54.970497,-1.618742,303.23,NaN,,2.99,35.48387,275.6,Dec-22,516164,2016-02-03 15:37:18:845
5.2235,4.8499,2.0501,6.83,6.79,-1.86,-0.81,3.16,-0.67,-2.0389,0.0192,-0.3995,0,-10.75,-8.31,12.13,66.62,-43.81,-105.23,0,1015.35,38.889,54.970497,-1.618742,303.23,NaN,,2.99,35.48387,275.6,Dec-22,516664,2016-02-03 15:37:19:345
1.837,4.0212,-3.0656,6.24,7.56,-0.03,0.96,0.54,-0.19,2.6088,-2.7377,0.6296,0,-10.37,-8.31,15.19,91.31,-47.51,-78.5,0,1015.37,39.342,54.970512,-1.618809,300,NaN,,4.05,38.709675,280.6,Dec-22,517165,2016-02-03 15:37:19:846
4.6847,2.7088,2.2633,6.83,6.84,-1.64,-1.56,-0.01,2.45,-1.1569,0.588,-0.13,0,-14,-6.12,21.69,44.04,-42.72,-122.12,0,1015.38,38.37,54.970512,-1.618809,300,NaN,,4.05,38.709675,280.6,Dec-22,517665,2016-02-03 15:37:20:346
14.2336,7.4725,3.353,6.61,6.94,2.09,1.2,5.63,3.61,0.5891,-1.2272,-0.8693,0,-11.44,-7.94,4.44,82.7,-45.03,-72.45,0,1015.39,38.583,54.970524,-1.618879,296.77,NaN,,4.75,38.709675,277.4,Dec-22,518165,2016-02-03 15:37:20:846
7.6473,6.56,-1.7268,6.4,6.5,-3.6,0.44,6.42,1.25,0.1566,-0.1555,0.0469,0,-10,-4.69,23.19,72.08,-43.06,-106.03,0,1015.42,38.231,54.970524,-1.618879,296.77,NaN,,4.75,38.709675,277.4,Dec-22,518665,2016-02-03 15:37:21:346
6.6653,16.1544,2.7806,6.6,6.83,2.44,0.81,4.06,3.64,0.5262,-0.8746,-0.7084,0,-10.37,-7.25,-0.12,34.75,-46.57,-80.61,0,1015.45,38.934,54.970535,-1.618939,296.77,NaN,,3.57,38.709675,275.7,Dec-22,519164,2016-02-03 15:37:21:845
3.1974,8.0904,-17.4142,6.97,6.7,-1.63,1.61,1.38,1.67,0.2418,-1.0663,-0.0458,0,-12.56,-8.31,17.44,68.13,-43.11,-103.16,0,1015.45,36.548,54.970535,-1.618939,296.77,NaN,,3.57,38.709675,275.7,Dec-22,519664,2016-02-03 15:37:22:345
5.8007,10.8782,0.024,7.22,6.38,1.82,-4,1.74,-0.03,-0.278,0.637,-0.1119,0,-16.19,-9.06,2.94,44.63,-41.26,-87.67,0,1015.42,37.191,54.97054,-1.618979,300,NaN,,1.7,38.709675,278.7,Dec-22,520165,2016-02-03 15:37:22:846
9.2232,8.179,-8.9909,7.47,5.95,-2.21,-1.69,0.73,3.42,-0.9183,0.637,-0.1598,0,-11.44,-10.5,19.75,71.02,-41.52,-99.56,0,1015.43,36.165,54.97054,-1.618979,300,NaN,,1.7,38.709675,278.7,Dec-22,520665,2016-02-03 15:37:23:346
3.8871,6.2007,-2.0453,7.45,6.37,-0.21,-3.6,-1.9,2.72,-1.6895,-0.1502,-0.3984,0,-9.25,-7.25,6,52.89,-40.3,-112.24,0,1015.42,34.964,54.970535,-1.619005,303.23,NaN,,1.24,38.709675,277.2,Dec-22,521165,2016-02-03 15:37:23:846
0.17,5.3624,1.6693,6.97,6.9,-0.03,-4.4,-2.22,-3.08,1.0472,-2.2754,0.8394,0,-8.56,-0.31,19.38,88.52,-42.44,-77.23,0,1015.42,35.266,54.970535,-1.619005,303.23,NaN,,1.24,38.709675,277.2,Dec-22,521665,2016-02-03 15:37:24:346
6.6126,9.9345,-9.0795,7.26,6.57,-0.61,-0.96,1.94,-2.19,-2.0155,-0.1875,0.0437,0,-10.37,2.25,12.5,65.79,-42.24,-95.85,0,1015.43,32.04,54.97053,-1.619034,303.23,NaN,,3.6,35.48387,259.1,Dec-22,522165,2016-02-03 15:37:24:846
6.5312,8.5358,-2.5028,6.82,7.04,0.25,7.58,1.25,2.82,0.8021,-2.7186,0.8522,0,-8.87,2.63,7.88,55.84,-41.61,-75.94,0,1015.42,34.719,54.97053,-1.619034,303.23,NaN,,3.6,35.48387,259.1,Dec-22,522665,2016-02-03 15:37:25:346
4.6775,8.0712,-5.2355,6.87,6.88,-1.27,3.44,0.99,1.6,0.2514,2.0368,0.5294,0,-8.56,-0.31,5.19,15.18,-44.27,-108.33,0,1015.43,38.173,54.970524,-1.619063,300,NaN,,3.78,35.48387,249.7,Dec-22,523165,2016-02-03 15:37:25:846
11.1201,6.0594,3.6093,7.26,6.36,1.74,0.44,3.47,1.24,1.1462,-0.7414,-0.3622,0,-11.81,7,-4.75,351.4,-40.43,-76.52,0,1015.41,35.835,54.970524,-1.619063,300,NaN,,3.78,35.48387,249.7,Dec-22,523665,2016-02-03 15:37:26:346
12.8397,10.3082,-0.4215,7.19,6.43,-1.77,0.2,3.49,-1.41,0.9523,-0.1161,-0.278,0,-15.44,6.63,4.81,353.87,-38.99,-114.41,0,1015.43,37.079,54.970512,-1.619089,303.23,NaN,,4.62,35.48387,254.9,Dec-22,524164,2016-02-03 15:37:26:845
4.596,7.1946,-0.2635,6.88,6.84,1.4,-2.93,-0.36,-0.35,-0.3004,-0.1864,0.2354,0,-12.56,8.44,-9.69,335.77,-44.25,-78.5,0,1015.42,36.372,54.970512,-1.619089,303.23,NaN,,4.62,35.48387,254.9,Dec-22,524664,2016-02-03 15:37:27:345
6.3229,5.1277,-1.231,6.66,6.57,-2.95,-4.94,-0.08,4.7,-0.0458,0.3824,-0.4453,0,-15.12,1.88,4.81,27.67,-45.72,-87.57,0,1015.42,35.838,54.970505,-1.61912,306.45,NaN,,5.26,35.48387,258.7,Dec-22,525164,2016-02-03 15:37:27:845
5.0894,6.8186,-0.7305,7.1,6.72,-0.82,-0.13,2.23,-2.04,-0.9875,0.1097,-0.1736,0,-11.44,1.5,2.56,17.44,-41.31,-109.03,0,1015.45,35.843,54.970505,-1.61912,306.45,NaN,,5.26,35.48387,258.7,Dec-22,525664,2016-02-03 15:37:28:345
11.9152,6.0331,2.1196,6.94,6.9,0.58,2.85,-1.25,0.86,2.2126,-0.8501,0.0767,0,-10.75,-0.31,-0.94,10.4,-43.24,-77.64,0,1015.41,32.758,54.970497,-1.619152,309.68,NaN,,4.08,35.48387,262.8,Dec-22,526165,2016-02-03 15:37:28:846
6.6198,6.4594,-2.2106,6.57,7.25,-0.73,0.11,-0.82,-1.54,-0.3696,0.6669,-0.1917,0,-6.69,-0.31,12.44,55.26,-45.8,-103.79,0,1015.41,35.234,54.970497,-1.619152,309.68,NaN,,4.08,35.48387,262.8,Dec-22,526665,2016-02-03 15:37:29:346
5.59,8.3203,0.012,6.17,7.6,0.51,-0.88,0.77,-0.52,0.1768,0.3196,-0.0032,0,-6.37,0.44,9.81,69.27,-50.25,-85.24,0,1015.41,34.083,54.97048,-1.619179,325.81,NaN,,0,35.48387,,Dec-22,527165,2016-02-03 15:37:29:846
6.924,7.5994,-0.6131,6.11,7.66,0.28,0.09,0.46,-1.27,0.6402,0.9566,0.0085,0,-7.44,0.06,13.25,69.41,-51.39,-87.38,0,1015.41,37.798,54.97048,-1.619179,325.81,NaN,,0,35.48387,,Dec-22,527665,2016-02-03 15:37:30:346
